id_fat_prouni;id_codigo_intituicao;id_municipio;id_tipo_bolsa;id_curso;id_turno;id_regiao;id_estado;id_etinia;modalidade_ensino_bolsa;sexo_beneficiario;data_nascimento;beneficio_deficiente_fisico;ano_concessao_bolsa
4122;181;709;0;11;0.0;0;11;0;1;M;13/10/2000;N;2020
4123;181;709;0;11;0.0;0;11;0;1;M;26/10/1996;N;2020
4124;23;827;0;74;;0;7;0;0;M;14/06/2002;N;2020
4125;224;1221;1;9;0.0;0;6;0;1;M;16/05/2000;N;2020
4126;224;1222;1;9;0.0;0;6;0;1;M;03/12/1996;N;2020
4127;224;242;0;9;0.0;0;6;0;1;F;22/02/2000;N;2020
4128;224;242;0;9;0.0;0;6;0;1;M;08/03/1999;N;2020
4129;104;156;1;10;0.0;2;17;1;1;F;12/02/1995;N;2020
4130;104;109;1;10;0.0;2;17;0;1;M;12/11/1992;N;2020
4131;104;109;1;10;0.0;2;17;0;1;F;29/07/1996;N;2020
4132;104;156;1;10;0.0;2;17;0;1;M;17/10/1968;S;2020
4133;104;109;1;10;0.0;2;17;1;1;F;08/06/2001;N;2020
4134;104;156;0;10;0.0;2;17;1;1;M;30/12/2000;N;2020
4135;104;691;0;10;0.0;2;17;0;1;F;07/08/2001;N;2020
4136;104;156;1;10;0.0;2;17;3;1;M;01/03/2001;N;2020
4137;104;156;0;10;0.0;2;17;1;1;F;02/05/2000;N;2020
4138;104;463;1;10;0.0;2;17;1;1;M;05/02/1998;N;2020
4139;104;75;0;10;0.0;2;17;0;1;M;09/09/1996;N;2020
4140;104;390;1;10;0.0;2;17;0;1;F;09/08/2002;N;2020
4141;104;156;0;10;0.0;2;17;0;1;M;24/03/1997;N;2020
4142;102;0;0;16;0.0;0;6;0;1;F;13/02/2001;N;2020
4143;101;233;0;19;0.0;1;5;0;1;M;03/12/1989;N;2020
4144;101;697;0;119;0.0;1;5;1;1;M;07/08/2001;N;2020
4145;101;951;0;119;0.0;1;5;1;1;M;19/02/1999;N;2020
4146;192;7;0;23;1.0;0;7;1;1;F;01/12/1998;N;2020
4147;192;7;0;23;1.0;0;7;0;1;F;21/11/1990;N;2020
4148;192;7;0;23;1.0;0;7;1;1;F;20/01/2002;N;2020
4149;192;7;0;23;1.0;0;7;0;1;F;10/10/2001;N;2020
4150;106;695;0;62;1.0;0;14;0;1;M;24/05/1999;N;2020
4151;67;1114;0;130;;2;15;0;0;M;07/03/1983;N;2020
4152;25;391;0;10;;0;7;1;0;M;29/05/2001;N;2020
4153;206;378;0;21;0.0;0;7;0;1;F;01/12/2002;N;2020
4154;206;147;0;21;0.0;0;7;0;1;M;26/07/2002;N;2020
4155;224;242;0;0;0.0;0;6;0;1;F;05/09/2000;N;2020
4156;224;242;0;0;0.0;0;6;0;1;F;02/03/2002;N;2020
4157;224;242;0;0;0.0;0;6;0;1;M;12/08/1998;N;2020
4158;224;1223;0;0;0.0;0;6;0;1;F;05/12/1997;N;2020
4159;224;242;0;0;0.0;0;6;3;1;M;14/04/1996;N;2020
4160;223;1224;0;10;1.0;2;3;1;1;M;13/03/2002;N;2020
4161;223;1225;0;10;1.0;2;3;3;1;M;11/05/2002;N;2020
4162;223;1226;0;10;1.0;2;3;0;1;F;23/12/2001;N;2020
4163;225;19;1;23;0.0;2;15;0;1;M;07/04/1995;N;2020
4164;225;19;1;23;0.0;2;15;2;1;F;19/01/2001;N;2020
4165;225;1046;1;23;0.0;2;15;2;1;F;04/06/2002;N;2020
4166;225;547;1;23;0.0;2;15;2;1;F;25/08/2000;N;2020
4167;225;19;1;10;1.0;2;15;1;1;F;27/09/1999;N;2020
4168;225;19;1;10;1.0;2;15;2;1;M;28/10/1998;N;2020
4169;225;19;1;10;1.0;2;15;2;1;M;03/04/1997;N;2020
4170;226;1227;0;8;0.0;0;7;0;1;F;27/06/2001;N;2020
4171;209;1228;0;11;0.0;0;7;1;1;F;15/04/2002;N;2020
4172;209;1133;0;11;0.0;0;7;1;1;M;17/03/2002;N;2020
4173;227;972;0;8;0.0;0;7;0;1;F;11/06/2002;N;2020
4174;227;518;0;8;0.0;0;7;1;1;F;27/01/1996;N;2020
4175;227;518;0;8;0.0;0;7;0;1;F;06/03/1998;N;2020
4176;227;518;1;8;0.0;0;7;0;1;F;01/12/1995;N;2020
4177;227;1229;0;8;0.0;0;7;2;1;M;30/07/2001;N;2020
4178;227;827;0;8;0.0;0;7;1;1;M;02/10/2001;N;2020
4179;227;1229;0;8;0.0;0;7;0;1;F;28/03/1988;N;2020
4180;225;19;1;5;0.0;2;15;0;1;M;25/06/1990;N;2020
4181;225;456;1;5;0.0;2;15;3;1;F;10/10/1997;N;2020
4182;225;19;1;5;0.0;2;15;0;1;F;26/06/1996;N;2020
4183;225;19;1;5;0.0;2;15;0;1;M;10/10/1981;N;2020
4184;225;19;1;5;0.0;2;15;0;1;M;21/04/1972;N;2020
4185;225;1230;1;5;0.0;2;15;2;1;M;03/04/2000;N;2020
4186;225;599;1;5;0.0;2;15;2;1;F;30/04/1982;N;2020
4187;225;19;1;5;0.0;2;15;1;1;F;17/07/1995;N;2020
4188;225;19;1;5;0.0;2;15;0;1;F;25/04/1988;N;2020
4189;225;19;1;5;0.0;2;15;0;1;F;25/11/1997;N;2020
4190;225;102;1;5;0.0;2;15;2;1;F;20/06/1995;N;2020
4191;225;19;1;5;0.0;2;15;2;1;F;29/11/1997;N;2020
4192;225;19;1;5;0.0;2;15;0;1;F;16/09/1997;N;2020
4193;225;19;1;5;0.0;2;15;2;1;M;25/12/1988;N;2020
4194;228;4;1;5;0.0;0;6;0;1;F;12/01/2002;N;2020
4195;228;4;0;5;0.0;0;6;0;1;M;12/06/2002;N;2020
4196;228;835;0;5;0.0;0;6;0;1;F;25/07/1998;N;2020
4197;228;4;1;5;0.0;0;6;0;1;F;07/07/2000;N;2020
4198;228;4;1;5;0.0;0;6;0;1;F;11/09/2000;N;2020
4199;228;4;1;5;0.0;0;6;1;1;F;13/02/2001;N;2020
4200;229;1231;0;11;0.0;2;16;0;1;F;30/08/1998;N;2020
4201;104;156;1;10;0.0;2;17;1;1;F;20/04/2000;N;2020
4202;104;156;0;10;0.0;2;17;2;1;F;09/04/1998;N;2020
4203;104;156;1;5;1.0;2;17;0;1;M;17/07/1985;N;2020
4204;104;1232;1;5;1.0;2;12;0;1;F;11/08/2001;N;2020
4205;104;156;0;5;1.0;2;17;1;1;M;03/06/2000;N;2020
4206;104;156;0;5;1.0;2;17;1;1;F;12/11/2000;N;2020
4207;104;691;0;5;1.0;2;17;0;1;F;08/03/1998;N;2020
4208;104;156;0;5;1.0;2;17;2;1;F;31/12/2000;N;2020
4209;104;463;0;5;1.0;2;17;0;1;F;18/01/1999;N;2020
4210;225;19;1;38;0.0;2;15;0;1;M;13/10/2000;N;2020
4211;225;19;1;38;0.0;2;15;2;1;M;16/03/1996;N;2020
4212;225;19;1;38;0.0;2;15;0;1;M;06/10/2001;N;2020
4213;225;19;1;38;0.0;2;15;2;1;F;22/10/1996;N;2020
4214;225;700;1;38;0.0;2;15;0;1;M;25/01/2001;N;2020
4215;230;1233;1;4;2.0;2;17;2;1;M;26/08/1997;N;2020
4216;230;1233;0;4;2.0;2;17;0;1;F;25/08/2000;N;2020
4217;166;1234;0;5;2.0;0;6;0;1;M;10/09/1999;N;2020
4218;166;22;0;5;2.0;0;7;2;1;F;21/12/2001;N;2020
4219;0;1235;0;0;;1;4;0;0;F;20/04/1995;N;2020
4220;13;641;0;13;;2;1;0;0;F;11/02/1999;N;2020
4221;13;1236;0;13;;2;1;1;0;M;14/07/1995;N;2020
4222;13;1237;0;13;;2;1;1;0;M;24/11/1981;N;2020
4223;117;476;0;30;3.0;4;23;0;1;M;25/11/1998;N;2020
4224;117;405;0;30;3.0;4;10;0;1;M;01/12/1998;N;2020
4225;117;476;0;30;3.0;4;23;0;1;M;08/12/2001;N;2020
4226;13;256;0;21;;4;22;0;0;M;16/03/1994;N;2020
4227;13;18;0;0;;0;7;0;0;F;06/12/1964;N;2020
4228;13;648;0;0;;0;7;1;0;F;04/10/1978;N;2020
4229;13;18;0;0;;0;7;2;0;F;04/08/2001;N;2020
4230;13;878;0;0;;0;7;0;0;F;02/03/1986;N;2020
4231;13;1238;0;0;;0;7;0;0;M;30/07/1995;N;2020
4232;13;18;0;0;;0;7;0;0;F;01/12/1975;N;2020
4233;13;18;0;50;;0;7;1;0;F;30/12/2002;N;2020
4234;13;78;0;17;;2;15;2;0;M;03/02/1982;N;2020
4235;13;688;0;0;;4;10;2;0;M;17/06/1999;N;2020
4236;13;38;0;17;;3;18;1;0;M;06/09/2000;N;2020
4237;13;1007;0;17;;0;7;1;0;M;29/05/2002;N;2020
4238;13;469;0;78;;2;16;2;0;F;15/04/1990;N;2020
4239;13;376;0;0;;2;25;1;0;M;26/06/1993;N;2020
4240;230;1239;0;4;2.0;2;16;1;1;F;09/11/1996;N;2020
4241;13;1240;0;50;;0;7;1;0;F;05/09/1989;N;2020
4242;13;1241;0;0;;0;11;0;0;F;06/09/1996;N;2020
4243;13;233;0;13;;1;5;1;0;M;01/08/1981;N;2020
4244;13;233;0;13;;1;5;1;0;M;19/08/1986;N;2020
4245;18;438;0;106;2.0;0;7;1;1;M;27/07/2000;N;2020
4246;18;35;0;106;2.0;0;7;1;1;M;15/03/2002;N;2020
4247;18;1242;0;106;2.0;0;7;2;1;M;14/09/2001;N;2020
4248;193;253;0;11;0.0;3;18;0;1;F;19/04/1998;N;2020
4249;193;1243;0;11;0.0;3;18;1;1;F;16/09/1997;N;2020
4250;193;38;1;11;0.0;3;18;1;1;M;28/09/1991;N;2020
4251;193;38;0;11;0.0;3;18;0;1;M;19/02/1994;N;2020
4252;193;38;0;11;0.0;3;18;1;1;F;19/11/1990;N;2020
4253;193;38;0;11;0.0;3;18;1;1;M;15/08/1994;N;2020
4254;193;38;0;11;0.0;3;18;2;1;F;10/04/1999;N;2020
4255;193;38;0;11;0.0;3;18;0;1;M;13/06/1999;N;2020
4256;193;38;0;11;0.0;3;18;0;1;M;29/06/1977;N;2020
4257;207;1244;1;6;0.0;2;17;0;1;M;11/06/1999;N;2020
4258;207;1245;1;6;0.0;2;16;1;1;M;18/01/2001;N;2020
4259;208;1132;1;5;0.0;2;13;0;1;M;31/01/2001;N;2020
4260;208;1130;1;5;0.0;2;8;1;1;F;23/10/1984;N;2020
4261;13;1246;0;60;;1;9;1;0;M;08/06/2001;N;2020
4262;208;1247;1;5;0.0;2;13;1;1;M;08/01/2002;N;2020
4263;13;256;0;23;;4;22;0;0;F;28/08/1995;N;2020
4264;230;1248;1;4;2.0;2;17;0;1;M;13/08/2002;N;2020
4265;230;1249;1;4;2.0;2;8;1;1;M;11/09/2002;N;2020
4266;231;79;0;26;1.0;0;11;0;1;F;04/04/2000;N;2020
4267;231;79;0;26;1.0;0;11;1;1;F;21/02/2003;N;2020
4268;231;79;0;26;1.0;0;11;0;1;F;07/06/2002;N;2020
4269;231;79;0;26;1.0;0;11;2;1;F;15/04/2001;N;2020
4270;231;1093;1;26;1.0;0;11;0;1;F;14/02/1997;N;2020
4271;231;79;1;16;0.0;0;11;1;1;F;13/06/1999;N;2020
4272;231;79;0;16;0.0;0;11;1;1;F;03/11/1999;N;2020
4273;231;79;1;16;0.0;0;11;0;1;M;27/09/1999;N;2020
4274;231;79;0;16;0.0;0;11;0;1;M;18/10/2001;N;2020
4275;196;1250;0;10;0.0;0;14;3;1;F;26/03/2001;N;2020
4276;196;962;0;10;0.0;0;14;2;1;M;25/05/2000;N;2020
4277;196;1251;0;10;0.0;0;14;2;1;M;17/12/2001;N;2020
4278;196;962;0;10;0.0;0;14;0;1;M;18/12/2000;N;2020
4279;196;962;0;10;0.0;0;14;0;1;F;02/02/2000;N;2020
4280;196;962;0;10;0.0;0;14;0;1;F;28/03/1998;N;2020
4281;196;1023;0;10;0.0;0;14;1;1;F;17/04/2002;N;2020
4282;232;1077;1;131;0.0;3;18;1;1;M;05/11/1997;N;2020
4283;232;1077;1;131;0.0;3;18;0;1;M;28/12/2000;N;2020
4284;207;27;0;6;0.0;2;16;0;1;F;04/02/2002;N;2020
4285;207;256;0;6;0.0;2;16;1;1;M;06/12/2001;N;2020
4286;207;27;1;6;0.0;2;16;1;1;M;10/07/1999;N;2020
4287;208;1252;1;5;0.0;2;8;1;1;F;09/10/2001;N;2020
4288;208;1182;0;5;0.0;2;13;0;1;M;20/10/2000;N;2020
4289;208;1182;1;5;0.0;2;13;1;1;M;05/01/1999;N;2020
4290;208;1127;1;5;0.0;2;8;0;1;M;19/07/1997;N;2020
4291;208;1025;1;5;0.0;2;8;0;1;M;24/08/1999;N;2020
4292;208;1128;1;5;0.0;2;13;1;1;M;02/12/2000;N;2020
4293;208;1253;0;5;0.0;2;8;0;1;M;12/03/2001;N;2020
4294;208;1129;1;5;0.0;2;13;1;1;F;04/05/2001;N;2020
4295;208;1254;0;5;0.0;2;13;0;1;F;20/02/2002;N;2020
4296;208;1255;0;5;0.0;2;13;1;1;M;17/03/2002;N;2020
4297;208;87;1;5;0.0;2;13;0;1;M;10/02/2002;N;2020
4298;104;100;1;11;0.0;2;17;2;1;F;05/05/1998;N;2020
4299;104;156;1;11;0.0;2;17;0;1;M;05/05/2001;N;2020
4300;104;156;1;11;0.0;2;17;0;1;M;31/08/2000;N;2020
4301;104;109;0;11;0.0;2;17;0;1;F;09/02/1997;N;2020
4302;104;396;0;11;0.0;2;17;0;1;F;09/04/1977;N;2020
4303;104;691;0;11;0.0;2;17;1;1;F;03/07/2000;N;2020
4304;104;396;0;11;0.0;2;17;0;1;F;06/06/1989;N;2020
4305;104;463;1;11;0.0;2;17;3;1;M;29/01/2002;N;2020
4306;104;156;0;11;0.0;2;17;0;1;M;18/08/1984;N;2020
4307;104;156;1;11;0.0;2;17;0;1;F;09/08/1997;N;2020
4308;104;156;1;11;0.0;2;17;0;1;F;28/03/1995;N;2020
4309;104;109;1;11;0.0;2;17;0;1;F;30/10/1989;N;2020
4310;104;100;0;11;0.0;2;17;0;1;F;06/05/2001;N;2020
4311;16;1256;0;11;;0;14;2;0;F;04/05/1999;N;2020
4312;16;590;0;11;;0;14;1;0;F;05/02/1997;N;2020
4313;16;590;0;11;;0;14;0;0;F;28/03/1993;N;2020
4314;16;590;0;11;;0;14;3;0;F;08/09/1988;N;2020
4315;16;694;0;11;;0;14;0;0;F;12/02/1997;N;2020
4316;16;590;0;11;;0;14;1;0;M;04/01/1992;N;2020
4317;16;590;0;11;;0;14;2;0;F;10/11/2001;N;2020
4318;16;590;0;11;;0;14;0;0;F;20/07/1994;N;2020
4319;16;1256;0;11;;0;14;0;0;F;10/02/1994;N;2020
4320;16;590;0;11;;0;14;2;0;F;22/08/1988;N;2020
4321;16;590;0;11;;0;14;2;0;M;27/05/1993;N;2020
4322;16;375;0;11;;0;14;0;0;M;30/06/2000;N;2020
4323;16;1257;0;11;;1;5;0;0;M;19/07/1975;N;2020
4324;16;1187;0;11;;0;6;0;0;F;07/10/2000;N;2020
4325;16;1187;0;11;;0;6;1;0;F;02/10/1997;N;2020
4326;16;1043;0;11;;2;3;2;0;M;20/12/1992;N;2020
4327;65;194;0;7;1.0;2;15;0;1;F;25/01/1998;N;2020
4328;16;904;0;11;;0;6;1;0;F;07/03/1978;N;2020
4329;16;1146;0;11;;1;4;0;0;F;30/06/2002;N;2020
4330;16;1146;0;11;;1;4;1;0;F;11/08/2002;N;2020
4331;16;1258;0;11;;4;24;0;0;F;24/09/1993;N;2020
4332;13;651;0;41;;0;7;0;0;F;05/01/1982;N;2020
4333;13;150;0;41;;3;19;0;0;F;14/06/1977;N;2020
4334;15;31;0;26;0.0;3;0;1;1;F;19/05/1999;N;2020
4335;173;156;0;11;0.0;2;17;0;1;F;18/08/2001;N;2020
4336;173;396;0;11;0.0;2;17;0;1;M;01/10/1999;N;2020
4337;173;270;0;11;0.0;2;17;2;1;F;01/04/1994;N;2020
4338;67;518;0;60;;0;7;0;0;M;26/11/1991;N;2020
4339;206;7;0;1;0.0;0;7;1;1;F;23/02/2002;N;2020
4340;206;146;0;1;0.0;0;7;0;1;M;19/06/2002;N;2020
4341;206;815;0;1;0.0;0;7;1;1;F;23/02/2000;N;2020
4342;206;820;0;1;0.0;0;7;1;1;F;03/04/1998;N;2020
4343;206;146;0;1;0.0;0;7;0;1;F;13/09/2001;N;2020
4344;206;7;0;1;0.0;0;7;0;1;F;28/10/1995;N;2020
4345;206;7;0;1;0.0;0;7;0;1;M;12/09/2001;N;2020
4346;206;7;0;1;0.0;0;7;1;1;F;04/11/1999;N;2020
4347;206;7;0;1;0.0;0;7;2;1;M;08/04/1997;N;2020
4348;196;962;0;11;0.0;0;14;1;1;F;29/05/2001;N;2020
4349;196;90;0;11;0.0;0;14;0;1;F;19/08/2001;N;2020
4350;107;376;0;23;;2;25;3;0;F;24/12/1987;N;2020
4351;103;123;0;27;0.0;0;7;1;1;F;27/12/2001;N;2020
4352;103;7;0;27;0.0;0;7;0;1;F;09/07/2000;N;2020
4353;224;1223;1;5;0.0;0;6;1;1;M;04/07/2002;N;2020
4354;224;1221;1;5;0.0;0;6;1;1;M;12/11/2001;N;2020
4355;224;1223;1;5;0.0;0;6;1;1;F;14/12/2001;N;2020
4356;224;242;1;5;0.0;0;6;1;1;F;01/03/2002;N;2020
4357;17;18;0;28;1.0;0;7;1;1;M;04/03/1999;N;2020
4358;17;105;1;29;0.0;0;7;0;1;F;15/12/2000;N;2020
4359;17;18;1;29;0.0;0;7;1;1;M;04/01/2002;N;2020
4360;27;1259;0;20;;4;24;2;0;M;13/04/2001;N;2020
4361;27;30;0;20;;2;12;3;0;M;22/01/2000;N;2020
4362;27;569;0;29;;4;24;0;0;M;25/07/2002;N;2020
4363;27;186;0;29;;4;24;0;0;M;19/06/1994;N;2020
4364;72;19;0;8;0.0;2;15;2;1;M;19/10/1998;N;2020
4365;13;18;0;56;;0;7;0;0;F;13/02/1997;N;2020
4366;13;38;0;19;;3;18;2;0;F;03/11/1997;N;2020
4367;13;38;0;19;;3;18;0;0;M;17/06/1999;N;2020
4368;52;1260;1;46;;1;4;1;0;M;10/06/1981;N;2020
4369;13;1261;0;19;;3;18;0;0;M;07/04/1985;N;2020
4370;52;31;1;21;;3;0;1;0;M;20/07/1974;N;2020
4371;13;297;0;43;;4;10;0;0;M;24/11/1992;N;2020
4372;13;0;0;19;;0;6;0;0;M;08/07/1993;N;2020
4373;52;1262;1;15;;4;26;0;0;F;01/08/1997;N;2020
4374;13;1202;0;8;;0;7;1;0;F;11/05/1994;N;2020
4375;1;1263;0;23;0.0;0;11;2;1;F;26/08/1988;N;2020
4376;13;154;0;19;;4;20;0;0;F;31/03/2002;N;2020
4377;96;7;0;4;0.0;0;7;2;1;F;04/09/1999;N;2020
4378;13;1264;0;19;;2;13;0;0;M;04/03/2001;N;2020
4379;162;152;0;46;0.0;1;4;1;1;M;30/08/1989;N;2020
4380;13;1265;0;19;;0;6;1;0;F;24/12/2001;N;2020
4381;13;1266;0;19;;0;6;1;0;F;26/03/1999;N;2020
4382;13;35;0;19;;0;7;1;0;F;01/04/1993;N;2020
4383;13;359;0;66;;0;7;0;0;F;09/12/1966;N;2020
4384;13;149;0;8;;0;7;2;0;F;07/02/1985;N;2020
4385;13;149;0;8;;0;7;1;0;F;16/11/1998;N;2020
4386;13;59;0;19;;2;12;0;0;M;26/08/2001;N;2020
4387;13;507;0;19;;0;6;1;0;M;14/11/2001;N;2020
4388;13;228;0;66;;0;6;0;0;F;13/07/1994;N;2020
4389;18;305;0;106;2.0;0;7;1;1;F;08/01/2002;N;2020
4390;18;438;0;106;2.0;0;7;0;1;F;01/08/2001;N;2020
4391;18;35;0;11;;0;7;0;0;F;05/12/2002;N;2020
4392;18;35;0;11;;0;7;1;0;M;13/01/1997;N;2020
4393;18;35;0;0;;0;7;2;0;F;22/12/1999;N;2020
4394;18;304;0;0;;0;7;1;0;F;31/12/1992;N;2020
4395;18;304;0;0;;0;7;2;0;F;31/07/2000;N;2020
4396;16;652;0;10;;2;15;0;0;M;12/04/1997;N;2020
4397;16;652;0;10;;2;15;0;0;M;04/09/1993;N;2020
4398;16;652;0;10;;2;15;0;0;F;19/03/1993;N;2020
4399;16;652;0;8;;2;15;0;0;F;22/04/1993;N;2020
4400;16;652;0;8;;2;15;2;0;M;07/04/2001;N;2020
4401;16;591;0;10;;4;26;0;0;M;16/01/1975;N;2020
4402;143;69;0;3;0.0;0;7;1;1;F;13/05/1996;N;2020
4403;143;1267;1;3;0.0;0;7;1;1;F;10/09/1999;N;2020
4404;103;7;0;52;0.0;0;7;1;1;F;23/02/2001;N;2020
4405;0;813;0;0;;0;7;2;0;F;16/01/2001;N;2020
4406;103;7;0;52;0.0;0;7;0;1;M;18/01/1999;N;2020
4407;57;22;1;20;0.0;0;7;3;1;F;08/01/2002;N;2020
4408;103;7;0;52;0.0;0;7;1;1;F;06/05/1998;N;2020
4409;57;23;0;20;0.0;0;7;0;1;F;05/06/2002;N;2020
4410;103;7;0;52;0.0;0;7;1;1;M;22/12/2001;N;2020
4411;103;7;0;121;1.0;0;7;2;1;F;03/11/1999;N;2020
4412;57;23;1;20;0.0;0;7;1;1;F;01/11/2000;N;2020
4413;103;7;0;121;1.0;0;7;1;1;F;21/03/2001;N;2020
4414;57;23;1;20;0.0;0;7;1;1;F;07/12/2001;N;2020
4415;0;78;0;19;;2;15;0;0;F;16/06/1997;N;2020
4416;103;71;0;121;1.0;0;7;0;1;M;20/11/1993;N;2020
4417;0;19;0;19;;2;15;1;0;M;25/09/1999;N;2020
4418;103;512;0;121;1.0;0;7;2;1;M;24/05/1991;N;2020
4419;103;7;0;121;1.0;0;7;0;1;F;27/10/1982;N;2020
4420;0;19;0;19;;2;15;0;0;M;11/09/1997;N;2020
4421;0;1175;0;0;;1;5;0;0;F;20/12/1983;N;2020
4422;103;7;0;121;1.0;0;7;0;1;M;20/08/1997;N;2020
4423;2;4;1;12;1.0;0;6;1;1;F;26/02/2002;N;2020
4424;103;73;0;121;1.0;0;7;2;1;F;17/11/2001;N;2020
4425;2;1268;1;12;1.0;0;6;1;1;F;23/06/1999;N;2020
4426;103;391;0;121;1.0;0;7;1;1;F;05/10/1996;N;2020
4427;107;1269;1;0;;2;13;1;0;F;28/06/1991;N;2020
4428;107;1270;1;0;;2;13;0;0;M;08/07/2000;N;2020
4429;107;87;0;0;;2;13;3;0;F;07/04/1997;N;2020
4430;107;1090;0;0;;2;13;0;0;F;20/04/1998;N;2020
4431;107;1271;0;10;;2;13;0;0;M;09/01/1994;N;2020
4432;107;1272;0;10;;2;13;3;0;M;16/08/1994;N;2020
4433;107;392;0;0;;2;3;3;0;F;11/01/2002;N;2020
4434;107;392;0;0;;2;3;2;0;M;17/04/2002;N;2020
4435;107;19;1;63;1.0;2;15;0;1;F;22/02/1999;N;2020
4436;107;446;1;93;1.0;2;15;1;1;F;27/05/1989;N;2020
4437;207;1195;1;8;1.0;2;16;1;1;F;17/09/2001;N;2020
4438;207;27;0;8;1.0;2;16;0;1;M;30/12/1994;N;2020
4439;233;1273;1;4;0.0;0;6;1;1;M;21/01/1999;N;2020
4440;233;473;0;4;0.0;0;6;0;1;F;02/03/2000;N;2020
4441;233;1274;0;4;0.0;0;6;0;1;F;13/06/2002;N;2020
4442;233;1275;1;4;0.0;0;6;1;1;F;02/04/2002;N;2020
4443;224;242;0;5;0.0;0;6;0;1;M;28/06/2002;N;2020
4444;224;242;0;5;0.0;0;6;1;1;F;22/10/1998;N;2020
4445;224;242;0;5;0.0;0;6;0;1;F;13/04/2001;N;2020
4446;224;1223;0;5;0.0;0;6;1;1;F;20/08/2001;N;2020
4447;224;242;1;5;0.0;0;6;2;1;F;16/03/2001;N;2020
4448;224;1222;1;5;0.0;0;6;0;1;M;15/04/2002;N;2020
4449;224;242;0;5;0.0;0;6;1;1;F;28/01/1998;N;2020
4450;2;4;0;12;1.0;0;6;1;1;M;26/04/2002;N;2020
4451;2;4;1;12;1.0;0;6;0;1;F;23/04/2000;N;2020
4452;2;4;1;12;1.0;0;6;1;1;F;25/11/1997;N;2020
4453;13;925;0;55;;0;6;0;0;M;02/08/1973;N;2020
4454;221;1276;1;16;1.0;1;4;1;1;F;09/05/2000;N;2020
4455;221;466;1;16;1.0;1;4;0;1;F;19/02/2002;N;2020
4456;221;1276;1;16;1.0;1;4;1;1;F;10/12/2002;N;2020
4457;221;1277;0;16;1.0;1;4;1;1;M;18/10/2001;N;2020
4458;116;2;1;29;0.0;2;8;0;1;M;30/09/1998;N;2020
4459;234;633;0;16;1.0;2;12;0;1;F;08/12/1999;N;2020
4460;234;392;0;16;1.0;2;3;0;1;F;07/11/1995;N;2020
4461;234;392;0;16;1.0;2;3;0;1;F;05/02/2001;N;2020
4462;234;392;0;16;1.0;2;3;0;1;F;09/01/1999;N;2020
4463;234;1278;0;16;1.0;2;3;1;1;M;28/05/2002;N;2020
4464;218;87;0;4;0.0;2;13;0;1;F;29/06/2000;N;2020
4465;218;1279;0;4;0.0;2;13;0;1;M;09/08/2000;N;2020
4466;218;87;0;4;0.0;2;13;0;1;F;10/08/1995;N;2020
4467;224;542;1;5;0.0;0;6;2;1;F;22/04/2000;N;2020
4468;218;1271;0;4;0.0;2;13;0;1;M;04/05/2000;N;2020
4469;224;1051;1;5;0.0;0;6;0;1;F;17/04/2002;N;2020
4470;218;87;0;4;0.0;2;13;1;1;F;18/04/2002;N;2020
4471;224;1280;0;5;0.0;0;7;0;1;M;19/04/1995;N;2020
4472;218;87;0;4;0.0;2;13;0;1;M;12/11/2000;N;2020
4473;224;242;1;5;0.0;0;6;1;1;F;01/12/1998;N;2020
4474;224;242;0;5;0.0;0;6;1;1;F;24/06/2000;N;2020
4475;224;1223;1;5;0.0;0;6;3;1;M;20/03/1985;N;2020
4476;224;242;1;5;0.0;0;6;3;1;F;26/02/2000;N;2020
4477;224;242;0;5;0.0;0;6;1;1;F;14/12/2001;N;2020
4478;224;242;0;5;0.0;0;6;1;1;F;20/11/2000;N;2020
4479;233;1281;1;6;2.0;0;6;1;1;F;31/01/2002;N;2020
4480;233;1282;1;6;2.0;0;6;0;1;F;14/04/2002;N;2020
4481;233;473;1;6;2.0;0;6;1;1;F;19/11/2001;N;2020
4482;233;1281;0;6;2.0;0;6;1;1;F;03/04/2002;N;2020
4483;233;473;0;6;2.0;0;6;0;1;F;19/08/1997;N;2020
4484;233;1275;1;6;2.0;0;6;1;1;M;23/03/1999;N;2020
4485;233;1282;0;6;2.0;0;6;0;1;F;11/07/1993;N;2020
4486;209;1283;0;0;0.0;0;7;0;1;F;26/09/1999;N;2020
4487;209;573;0;0;0.0;0;7;1;1;F;21/04/1999;S;2020
4488;209;1190;0;0;0.0;0;7;1;1;F;20/10/1998;N;2020
4489;209;66;0;0;0.0;0;7;1;1;F;09/08/1996;N;2020
4490;209;1190;0;0;0.0;0;7;0;1;F;04/12/2002;N;2020
4491;209;66;0;0;0.0;0;7;0;1;F;22/06/2000;N;2020
4492;209;1133;0;0;0.0;0;7;1;1;F;06/03/2000;N;2020
4493;52;1277;1;0;;1;4;0;0;F;16/10/1993;N;2020
4494;96;71;0;59;0.0;0;7;0;1;F;15/07/1998;N;2020
4495;90;152;0;21;;1;4;0;0;M;04/11/1993;N;2020
4496;125;109;0;100;0.0;2;17;2;1;M;14/03/2003;N;2020
4497;0;376;0;21;;2;25;0;0;F;24/07/1995;N;2020
4498;221;1284;1;26;1.0;1;9;1;1;F;02/08/2001;N;2020
4499;221;1285;1;26;1.0;1;4;1;1;F;20/05/1989;N;2020
4500;221;1277;1;10;0.0;1;4;1;1;F;18/05/2000;N;2020
4501;221;1286;1;10;0.0;1;9;0;1;F;16/02/2002;N;2020
